,OMGCurse, ,OMGPenguin, ,OMGicon, ,OMGkRYST4L, ,OMGHudie, ,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,blue_economics,blue_towers,red_economics,red_towers,captions
467,54,84,17,65,5,94,10,66,20,83,89,34,73,28,70,27,69,27,89,34,73464,6,72706,5,[]
468,49,81,25,56,6,88,9,51,30,70,81,28,73,29,67,31,69,27,79,31,73776,6,73036,5,[]
469,46,66,28,50,17,77,9,41,37,59,70,32,63,36,63,35,61,34,69,32,73948,6,73186,5,[]
470,46,65,32,39,28,68,8,34,38,50,60,40,58,45,53,41,56,42,59,41,74272,6,73237,5,[]
471,2,96,24,39,33,63,11,32,30,49,51,47,48,52,45,51,47,52,50,49,74351,6,73320,5,[]
472,10,92,21,47,27,69,11,44,18,53,43,56,50,62,40,58,42,57,44,58,74489,6,73604,5,[]
473,24,78,15,49,28,68,14,50,21,65,49,53,51,51,47,53,45,55,44,56,74640,6,73655,5,[]
474,26,69,15,49,32,65,11,59,31,65,53,49,51,50,51,45,50,50,47,53,74872,6,73707,5,[]
475,28,70,6,94,26,70,22,67,29,68,92,9,83,16,88,7,94,4,91,11,75166,6,73758,5,[]
476,25,72,21,81,27,67,31,70,28,71,80,13,73,29,74,20,85,11,78,23,75259,6,73811,5,[]
477,32,68,34,74,32,63,33,66,36,66,72,24,67,39,65,30,76,26,72,30,75327,6,73864,5,[]
478,37,61,45,67,41,55,42,61,44,58,63,33,66,46,59,39,66,34,62,40,75438,6,73913,5,[]
479,44,56,49,59,49,52,46,54,48,54,57,41,66,55,61,40,58,43,56,46,75549,6,73967,5,[]
480,48,52,44,50,51,46,50,51,52,49,61,38,75,47,55,31,60,41,59,41,75748,6,74018,5,[]
481,47,47,42,45,46,46,45,48,47,46,60,39,69,42,58,35,58,40,57,42,75795,6,74321,5,[]
482,48,57,44,51,51,56,47,59,49,53,58,42,60,41,57,40,56,42,59,41,75846,6,74373,5,[]
483,55,65,41,61,56,68,47,71,55,65,63,37,64,34,58,33,60,40,67,33,75997,6,74425,5,[]
484,59,82,43,68,50,77,48,75,55,75,59,40,59,37,58,38,57,41,62,38,76122,6,74480,5,[]
485,60,93,43,68,43,68,48,75,55,75,52,48,57,41,51,49,51,47,54,47,76294,6,74833,5,[]
486,59,94,41,69,34,62,3,97,8,92,45,47,47,47,44,50,44,47,44,43,76346,6,74960,5,[]
487,59,94,35,74,29,68,2,96,23,79,41,44,41,38,40,37,42,52,35,42,76497,6,75012,5,[]
488,14,89,28,71,30,68,12,90,29,71,33,43,43,24,36,25,37,43,31,48,76797,6,75065,5,[]
489,26,75,35,75,38,73,24,74,37,75,44,44,46,16,34,12,49,46,40,41,76848,6,75301,5,[]
490,36,65,47,66,50,65,34,65,39,64,55,42,43,17,29,11,55,40,43,39,76900,6,75462,5,[]
491,47,55,54,64,48,55,46,55,48,55,53,44,50,21,41,15,58,35,84,15,76982,6,75554,5,[]
492,54,50,64,57,53,50,54,50,54,49,58,35,54,31,49,25,88,8,71,26,77186,6,75718,5,[]
493,60,56,67,48,66,49,63,50,65,50,62,34,60,28,58,34,74,21,67,34,77268,6,76016,5,[]
494,69,64,73,48,77,48,67,46,66,47,63,35,56,32,60,37,67,33,59,37,77387,6,76068,5,[]
495,72,70,81,56,66,54,65,56,65,56,56,41,55,41,55,44,58,41,52,45,77542,6,76179,5,[]
496,73,72,76,57,55,62,54,63,55,59,46,48,41,39,50,50,50,46,46,46,77609,6,76273,5,[]
497,61,63,66,61,46,58,50,60,53,56,44,50,33,43,47,49,45,49,46,48,77682,6,76578,5,[]
498,49,58,54,58,45,57,46,58,51,56,43,51,32,52,48,48,45,49,45,50,77810,6,76630,5,[]
499,52,61,55,62,39,63,49,60,53,56,42,52,33,50,49,49,45,50,44,51,77979,6,76743,5,[]
500,49,59,52,60,48,66,49,59,54,56,51,45,33,44,50,48,46,48,45,50,78091,6,76794,5,[]
501,46,52,50,53,56,57,47,57,50,51,55,40,32,38,50,43,41,44,44,43,78142,6,76846,5,[]
502,54,43,59,42,57,43,55,45,57,39,58,32,29,33,52,32,41,31,47,35,78411,6,77039,5,[]
503,60,35,67,34,70,31,64,39,67,30,64,21,26,30,54,30,41,30,51,24,78481,6,77086,5,[]
504,71,29,75,24,76,24,74,28,75,24,73,13,95,4,55,22,91,6,62,18,78586,6,77144,5,[]
505,69,30,71,28,72,28,69,29,70,29,80,20,82,17,61,23,79,18,72,21,78632,6,77241,5,[]
506,60,40,58,33,58,33,56,33,56,32,75,27,73,28,68,27,72,24,71,25,78717,6,77524,5,[]
507,58,40,56,31,60,25,58,30,55,31,69,33,69,30,66,35,69,30,70,32,78767,6,77573,5,[]
508,54,41,59,27,62,23,60,23,50,34,73,31,68,32,74,34,71,30,73,34,78821,6,77627,5,[]
509,45,39,55,31,61,24,51,33,48,42,71,30,78,26,74,34,75,28,73,34,78890,6,77684,5,[]
510,51,47,55,31,61,23,51,43,49,47,70,31,80,41,90,7,76,26,83,11,79152,6,77735,5,[]
511,49,40,54,28,62,23,47,36,43,43,65,36,73,34,80,13,71,29,72,23,79218,6,77891,5,[]
512,55,41,54,32,61,23,52,29,47,35,62,39,63,38,66,20,65,38,68,29,79269,6,78064,5,[]
513,50,44,52,32,51,32,51,29,49,35,64,35,63,34,62,24,62,32,62,37,79422,6,78116,5,[]
514,51,46,43,35,40,32,44,24,42,38,56,31,53,27,57,26,54,27,51,33,79515,6,78168,5,[]
515,49,48,42,36,46,35,44,35,43,42,59,34,59,35,59,35,59,36,58,35,79596,6,78255,5,[]
516,43,43,43,47,44,45,42,46,43,44,47,50,48,51,50,48,52,48,53,44,79648,6,78466,5,[]
517,48,51,48,57,48,57,44,51,49,52,48,58,49,52,48,48,52,51,52,52,80416,6,78519,5,[]
518,46,53,48,51,50,51,45,51,45,48,48,58,49,47,47,49,48,47,52,51,80577,6,79041,5,['43:8 OMGicon(荒漠屠夫) 击杀了 WEPoss(符文法师)']
519,49,47,54,49,51,47,51,50,45,48,48,58,49,43,48,46,55,49,50,48,82128,6,79093,5,"['43:11 WEMystic(虚空之女) 击杀了 OMGHudie(正义巨像)', '43:15 OMGkRYST4L(荣耀行刑官) 击杀了 WEMystic(虚空之女)']"
520,44,46,44,46,44,44,43,46,45,48,48,58,51,47,44,46,55,49,39,43,82749,6,79145,5,"['43:18 OMGkRYST4L(荣耀行刑官) 击杀了 WEbeishang(永恒梦魇)', '43:20 OMGkRYST4L(荣耀行刑官) 击杀了 WExiye(解脱者)']"
521,51,46,36,43,31,46,32,43,45,48,48,58,51,47,44,46,55,49,30,47,83379,6,79194,5,[]
522,58,42,48,41,40,51,35,42,45,48,48,58,51,47,44,46,55,49,30,48,83460,6,79249,5,['43:26 OMGicon(荒漠屠夫) 击杀了 WEMissing(堕落天使)']
523,68,33,63,35,52,45,48,46,45,48,48,58,51,47,44,46,55,49,30,48,83512,6,79301,5,[]
524,80,22,75,26,63,36,59,39,45,48,48,58,51,47,44,46,55,49,30,48,83639,6,79350,5,[]
525,82,21,81,19,74,28,71,29,45,48,48,58,51,47,44,46,55,49,30,48,83720,6,79405,5,[]
526,85,13,85,13,84,18,82,20,45,48,48,58,51,47,44,46,55,49,30,48,84267,6,79451,5,[]
527,87,7,85,13,87,9,85,14,45,48,48,58,51,47,44,46,55,49,30,48,84322,8,79506,5,"['43:51 OMGCurse(未来守护者) 击破了防御塔', '43:53 OMGicon(荒漠屠夫) 击破了防御塔']"
528,86,8,85,13,85,10,85,14,45,48,48,58,51,47,44,46,55,49,30,48,84337,8,79524,5,[]
529,86,8,85,13,85,10,85,14,45,48,48,58,51,47,44,46,55,49,30,48,84337,8,79524,5,['44:5 OMG 获胜']
